word,preference,occurrences,song_count,songs
coalesce,18.3422518558828,1,1,Gauze
braved,18.3422518558828,1,1,Battery
cygnus,18.3422518558828,1,1,Button Masher
shiner,18.3422518558828,1,1,Fast Cars
christen,18.3422518558828,1,1,"Food, Clothes, Medicine"
drawstring,18.3422518558828,1,1,Kyanite Toothpick
germinate,18.3422518558828,1,1,The Active Element
gargoyle,18.3422518558828,1,1,Kodokushi
uproot,18.3422518558828,1,1,Coordinates
squeamish,18.3422518558828,1,1,Alchemy
hummingbirds,18.3422518558828,1,1,Solid Gold
thickly,18.3422518558828,1,1,Plastic Soldiers
rickey,18.3422518558828,1,1,Wake Up Call
posses,18.3422518558828,1,1,Attaboy
crosswalk,18.3422518558828,1,1,Same Space (The Tugboat Complex pt. 2)
pinging,18.3422518558828,1,1,Drums on the Wheel
gershwin,18.3422518558828,1,1,Save Yourself
wholeness,18.3422518558828,1,1,The Next Best Thing
poppers,18.3422518558828,1,1,Time Moves Differently Here
cowering,18.3422518558828,1,1,Coveralls
headroom,18.3422518558828,1,1,9-5'ers Anthem
homily,18.3422518558828,1,1,The Yes and the Y’all
bitchin,18.3422518558828,1,1,All City Nerve Map
chucks,18.3422518558828,1,1,ZZZ Top
novelties,18.3422518558828,1,1,Flashflood
lowdown,18.3422518558828,1,1,Bug Zapper
herded,18.3422518558828,1,1,Skip Town
aphids,18.3422518558828,1,1,Bug Zapper
analogs,18.3422518558828,1,1,Sick Friend
shaka,18.3422518558828,1,1,Forward Compatibility Engine
unmistakably,18.3422518558828,1,1,Marble Cake
reapers,18.3422518558828,1,1,Same Space (The Tugboat Complex pt. 2)
mend,18.299396127247558,5,4,Molecules; Spare a Match; Attention Span; Wise Up
climates,18.299396127247558,5,3,"1,000 O’ Clock; Gun for the Whole Family; For The Whole Family"
pristine,18.299396127247558,5,4,Bazooka Tooth; N.Y. Electric; Bad Karma; Same Space (The Tugboat Complex pt. 2)
sweetest,18.28515535205126,6,3,Float; Hold the Cup; Troubled Waters
poison,18.27499693241123,28,25,"Rings; Get Out of the Car; TUFF; Big Bang; Commencement (at the Obedience Academy); The Greatest Pac-Man Victory in History; Pizza Alley; Abandon All Hope; Garbage; 1,000 Deaths; Boombox; Alchemy; The Mayor and the Crook; Untouchable (AR Version); Dryspell; No Splash; Spare a Match; Hold the Cup; Bermuda; Limelighters/Flunkadelic Interlude; Wise Up; All Day: Nike+ Original Run; Numb (to the Guns); Junkyard; Jinx Planet"
goon,18.21428265688827,3,3,Zero Dark Thirty; Boot Soup; Untouchable (AR Version)
schooled,18.21428265688827,3,3,Saturn Missiles; Boombox; Easy
freeze,18.21428265688827,30,11,Defender; Grace; Dokken Rules; Water; Abandon All Hope; Oxygen; Freeze/Honeycomb Interlude; Limelighters/Flunkadelic Interlude; Coward of the Year; Freeze; Wolf Piss
fission,18.21428265688827,3,3,One Brick; How to Be a Carpenter; One Of Four
counterpoint,18.21428265688827,3,3,Commencement (at the Obedience Academy); Numb (to the Guns); All the Smartest People
spout,18.21428265688827,3,3,Bracket Basher; 6B Panorama; Flies
scapegoat,18.21428265688827,3,3,"The Tugboat Complex Pt. 3; Syrup; The Tugboat Complex, Part 3"
disgruntled,18.21428265688827,3,3,Labor; Coma; Train Buffer
dolls,18.186087172899278,15,14,Coffee; Bring Back Pluto; Saturn Missiles; Gun for the Whole Family; Prosperity; N.Y. Electric; Sick Friend; Merit; Wise Up; 89.9FM Nighttrain Promo; Coffee (Main); The Active Element; Wolf Piss; For The Whole Family
diner,18.153970462660162,7,7,"Night Light; Tetra; The Greatest Pac-Man Victory in History; 1,000 O’ Clock; One of Four (Thank You); Bracket Basher; One Of Four"
duplicate,18.12063595942355,9,2,Shovel; Puff Tuff
sloppy,18.12063595942355,9,8,"Commencement (at the Obedience Academy); The Greatest Pac-Man Victory in History; Garbage; 1,000 Deaths; Basic Cable; Antisocial; Time Moves Differently Here; Wise Up"
tongued-sport,18.088086703145393,1,1,Cat Food
uh,18.07417279029682,42,27,Gopher Guts; Leisureforce; Lotta Years; Lazy Eye; TUFF; Holy Smokes; Cat Food; One of Four (Thank You); Button Masher; We’re Famous; Dog at the Door; Fast Cars; Abandon All Hope; Gun for the Whole Family; Nickel Plated Pockets; Alchemy; Aggressive Steven; Bad Karma; The Substance; Number Nine; Winners Take All; Drawbridge; Merit; Train Buffer; Numb (to the Guns); 89.9FM Nighttrain Promo; One Of Four
dipped,18.05681047253477,8,8,Big Bang; Five Fingers; No City; Pigeonometry; 11:35; Hold the Cup; Sick Friend; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude
play-doh,18.025642215102316,2,2,Coffee; Coffee (Main)
fours,18.004923086119437,4,4,"Fumes; The Tugboat Complex Pt. 3; Easy; The Tugboat Complex, Part 3"
yous,17.984251532633653,2,2,The Tugboat Complex; Same Space (The Tugboat Complex pt. 2)
slaughterhouse,17.984251532633653,2,2,11:35; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude
vixen,17.984251532633653,2,2,Defender; Dead Pan
eraser,17.984251532633653,2,2,One of Four (Thank You); One Of Four
immerse,17.984251532633653,2,2,Coffee; Coffee (Main)
mailer,17.984251532633653,2,2,"The Tugboat Complex Pt. 3; The Tugboat Complex, Part 3"
sycamore,17.984251532633653,2,2,"1,000 Deaths; The Mayor and the Crook"
upholstery,17.984251532633653,2,2,Gauze; Shovel
faggots,17.984251532633653,2,1,We’re Famous
teeming,17.984251532633653,2,2,Daylight; Night Light
purging,17.984251532633653,2,2,Save Yourself; Frijoles
cataclysm,17.922520692132622,1,1,Crystal Sword
nape,17.922520692132622,1,1,Super fluke
afterglow,17.922520692132622,1,1,Pigeonometry
mamba,17.922520692132622,1,1,Zodiaccupuncture
broadcasted,17.922520692132622,1,1,Numb (to the Guns)
undeserving,17.922520692132622,1,1,Gopher Guts
relinquishing,17.922520692132622,1,1,Rings
dummy,17.922520692132622,10,10,Big Bang; The Greatest Pac-Man Victory in History; Oxygen; Facemelter; Kyanite Toothpick; Kill the Messenger; Sick Friend; Blue in the Face; Ace Rocks; Junkyard
leaded,17.922520692132622,1,1,Mindful Solutionism
appraisers,17.922520692132622,1,1,Fast Cars
abhor,17.922520692132622,1,1,Bracket Basher
jewellers,17.922520692132622,1,1,Cat Food
unabridged,17.922520692132622,1,1,Hello from the Spirit World
sudoku,17.922520692132622,1,1,Shrunk
poppin,17.922520692132622,1,1,Rogue Wave
bedbugs,17.922520692132622,1,1,Spare a Match
selfishly,17.922520692132622,1,1,The Next Best Thing
handshakes,17.922520692132622,1,1,The Yes and the Y’all
reinvention,17.922520692132622,1,1,The Active Element
komodo,17.922520692132622,1,1,We’re Famous
detours,17.922520692132622,1,1,Drums on the Wheel
clarks,17.922520692132622,1,1,Citronella
hyphen,17.922520692132622,1,1,Super fluke
tilapia,17.922520692132622,1,1,Holy Waterfall
herders,17.922520692132622,1,1,All In All
insipid,17.922520692132622,1,1,Bazooka Tooth
prodding,17.922520692132622,1,1,Odessa
pander,17.922520692132622,1,1,Gauze
vole,17.922520692132622,1,1,Holy Smokes
carpe,17.922520692132622,1,1,Five Fingers
pacifier,17.922520692132622,1,1,6B Panorama
agitate,17.922520692132622,1,1,Aggressive Steven
amoeba,17.922520692132622,1,1,Number Nine
tugged,17.922520692132622,1,1,Big Bang
flagpole,17.922520692132622,1,1,Babies with Guns
doze,17.922520692132622,1,1,Leisureforce
fisting,17.922520692132622,1,1,Holy Smokes
merrier,17.922520692132622,1,1,Zodiaccupuncture
impregnable,17.922520692132622,1,1,Dorks
chakras,17.922520692132622,1,1,Get Out of the Car
indecency,17.922520692132622,1,1,Attaboy
bends,17.881601695118615,5,5,Bazooka Tooth; Bracket Basher; Drawbridge; Plastic Soldiers; Bad Samaritan
hinges,17.881601695118615,5,5,Commencement (at the Obedience Academy); Defender; Gun for the Whole Family; Train Buffer; For The Whole Family
fang,17.881601695118615,5,5,Zodiaccupuncture; Cook it Up; Freeze/Honeycomb Interlude; The Next Best Thing; Numb (to the Guns)
malice,17.881601695118615,5,5,Bracket Basher; Maintenance; The Substance; Jinx Planet; Off the top
hoist,17.800321687413533,3,3,The Harbor Is Yours; Basic Cable; Hold the Cup
footwork,17.800321687413533,3,2,Zodiaccupuncture; Black Snow
evoked,17.800321687413533,3,3,ZZZ Top; Commencement (at the Obedience Academy); Blue in the Face
jagged,17.800321687413533,3,3,Klutz; Molecules; No City
moat,17.800321687413533,3,3,Gauze; The Four Winds; Black Snow
churning,17.800321687413533,3,3,ZZZ Top; Molecules; Merit
fickle,17.800321687413533,3,3,Five Fingers; Mars Attacks; Dead Pan
bobble-headed,17.759958146172234,1,1,Racing Stripes
rhymes,17.742715468360416,7,5,One Brick; The Yes and the Y’all; Wake Up Call; Coward of the Year; Off the top
cellar,17.710872834712966,9,7,Tetra; Sleeper Car; Tomorrow Morning; Sick Friend; Vititus; Try Not to Die; The Next Best Thing
corpse,17.707450443827028,13,12,Dorks; Bring Back Pluto; 39 Thieves; Homemade Mummy; Float; One Brick; Untouchable (AR Version); 1 to 10; By The River; Limelighters/Flunkadelic Interlude; Merit; Jinx Planet
slang,17.649896433717085,8,7,Grace; The Harbor Is Yours; We’re Famous; Facemelter; Bug Zapper; Babies with Guns; Ace Rocks
tuck,17.649896433717085,8,4,Cycles to Gehenna; Five Fingers; Kill the Messenger; Puff Tuff
flock,17.582358564710514,11,11,No Regrets; Five Fingers; Battery; The Yes and the Y’all; Basic Cable; Pigeonometry; Merit; Train Buffer; Bad Samaritan; The Active Element; Junkyard
swerve,17.58056462954423,2,2,Boombox; Shere Kahn
unforgiving,17.58056462954423,2,2,Crows 1; Rabies
tusk,17.58056462954423,2,2,Mars Attacks; Numb (to the Guns)
amalgamated,17.58056462954423,2,2,Antisocial; Home Again
vcr,17.58056462954423,2,2,Leisureforce; Hot Dogs
foaming,17.58056462954423,2,2,Fast Cars; Easy
termites,17.58056462954423,2,2,Nickel Plated Pockets; Wake Up Call
sunburn,17.58056462954423,2,2,Button Masher; N.Y. Electric
c-sectioned,17.560855476372097,1,1,Thorns
bobble-head,17.560855476372097,1,1,Rickety Rackety
tinsel-town,17.560855476372097,1,1,No City
heartbeats,17.521569446223612,1,1,Mars Attacks
hotbed,17.521569446223612,1,1,Saturn Missiles
aldrin,17.521569446223612,1,1,Button Masher
weightless,17.521569446223612,1,1,Save Yourself
mulling,17.521569446223612,1,1,Lazy Eye
groupie,17.521569446223612,1,1,Fascination
ricks,17.521569446223612,1,1,No Jumper Cables
snark,17.521569446223612,1,1,Rogue Wave
sleaze,17.521569446223612,1,1,Limelighters/Flunkadelic Interlude
lopes,17.521569446223612,1,1,Dog at the Door
disturbingly,17.521569446223612,1,1,Catacomb Kids
stews,17.521569446223612,1,1,Rings
backstroke,17.521569446223612,1,1,Boot Soup
goddamnit,17.521569446223612,1,1,Getaway Car
cirrus,17.521569446223612,1,1,Spare a Match
pjs,17.521569446223612,1,1,The Gates
extraordinaire,17.521569446223612,1,1,Alchemy
jafar,17.521569446223612,1,1,Merit
wanderlust,17.521569446223612,1,1,Salt and Pepper Squid
abacus,17.521569446223612,1,1,Kill the Messenger
midgets,17.521569446223612,1,1,Boombox
vaporized,17.521569446223612,1,1,Wise Up
medallions,17.521569446223612,1,1,Pizza Alley
chantilly,17.521569446223612,1,1,Kirby
wheelhouse,17.521569446223612,1,1,Cat Food
clench,17.521569446223612,1,1,Troubled Waters
baits,17.521569446223612,1,1,The Tugboat Complex
ambrosia,17.521569446223612,1,1,Pizza Alley
upturned,17.521569446223612,1,1,Puff Tuff
pacing,17.48245880013829,5,5,Commencement (at the Obedience Academy); Bent Life; Salt; Same Space (The Tugboat Complex pt. 2); Puff Tuff
warped,17.48245880013829,5,3,Bent Life; Babies with Guns; The Substance
soaking,17.46946068950622,6,6,No Regrets; Commencement (at the Obedience Academy); Shovel; Bad Karma; Blue in the Face; Dead Pan
rumble,17.46946068950622,6,3,Bent Life; Bazooka Tooth; Tomorrow Morning
piss,17.463558844678683,33,32,"None Shall Pass; Mystery Fish; The Gates; Catacomb Kids; Klutz; Tetra; Five Fingers; 39 Thieves; The Yes and the Y’all; The Harbor Is Yours; Coveralls; We’re Famous; The Four Winds; Fast Cars; No Jumper Cables; Facemelter; Bug Zapper; 1,000 Deaths; Nickel Plated Pockets; Fixed and Dilated; N.Y. Electric; KOWP; Mars Attacks; Attention Span; Super fluke; Number Nine; Limelighters/Flunkadelic Interlude; The Next Best Thing; Solid Gold; Ace Rocks; Jazz Hands; Wolf Piss"
lids,17.40475898324879,3,3,Defender; Saturn Missiles; N.Y. Electric
aries,17.40475898324879,3,1,Zodiaccupuncture
bathed,17.40475898324879,3,3,Float; Rogue Wave; Bermuda
cradle,17.349680632035977,7,7,Fumes; No Jumper Cables; Spare a Match; Easy; Hold the Cup; Coward of the Year; Train Buffer
soak,17.319231912078035,9,7,"9-5'ers Anthem; We’re Famous; The Tugboat Complex Pt. 3; Oxygen; How to Be a Carpenter; Blue in the Face; The Tugboat Complex, Part 3"
cro-mags,17.289495678723963,1,1,Cat Food
rhyme,17.260917999916156,8,6,TUFF; Abandon All Hope; By The River; Thorns; Wake Up Call; Off the top
pagan,17.260917999916156,8,8,Pigs; Night Light; Fryerstarter; Bug Zapper; Freeze/Honeycomb Interlude; Blue in the Face; Freeze; Hall of Game
serotonin,17.21349789552078,4,4,"Fast Cars; Food, Clothes, Medicine; N.Y. Electric; Super fluke"
sunken,17.21349789552078,4,4,Dryspell; Fascination; Wake Up Call; Jinx Planet
needles,17.196318755904493,11,10,Commencement (at the Obedience Academy); Save Yourself; The Yes and the Y’all; Shovel; The Mayor and the Crook; No Splash; Salt and Pepper Squid; Try Not to Die; Blue in the Face; Train Buffer
auditioning,17.175748996627096,2,2,Holy Smokes; Kill the Messenger
troubleshooting,17.175748996627096,2,2,Shrunk; The Next Best Thing
bunches,17.175748996627096,2,2,Bracket Basher; Fascination
charted,17.175748996627096,2,2,Super fluke; Bad Samaritan
condor,17.175748996627096,2,2,Supercell; Pizza Alley
coax,17.175748996627096,2,2,Dryspell; Same Space (The Tugboat Complex pt. 2)
cetera,17.175748996627096,2,2,Big Bang; Coordinates
maw,17.175748996627096,2,2,Zero Dark Thirty; Black Snow
crabtree,17.175748996627096,2,2,No Regrets; Helium
bottomless,17.175748996627096,2,2,Gauze; One Brick
zap,17.175748996627096,2,2,No Jumper Cables; Play Dead
kites,17.175748996627096,2,1,Mystery Fish
widget,17.175748996627096,2,2,Defender; Mindful Solutionism
toothless,17.175748996627096,2,2,One Brick; Dokken Rules
wack,17.175748996627096,2,2,The Gates; Water Tower
unevenly,17.138165300792025,1,1,Citronella
riddler,17.138165300792025,1,1,Kodokushi
boulevards,17.138165300792025,1,1,Maintenance
chaka,17.138165300792025,1,1,Attaboy
pocketbook,17.138165300792025,1,1,The Greatest Pac-Man Victory in History
squirming,17.138165300792025,1,1,Blue in the Face
carpeted,17.138165300792025,1,1,Syrup
pegging,17.138165300792025,1,1,Daylight
seafloor,17.138165300792025,1,1,Kill the Messenger
lentil,17.138165300792025,1,1,Black Snow
sleepwalking,17.138165300792025,1,1,Antisocial
parthenon,17.138165300792025,1,1,Sink or Swim
disenchanted,17.138165300792025,1,1,Gopher Guts
orchestrate,17.138165300792025,1,1,Fixed and Dilated
hoarder,17.138165300792025,1,1,Cat Food
cornering,17.138165300792025,1,1,Rabies
pimping,17.138165300792025,1,1,All In All
get-retorted,17.138165300792025,1,1,Holy Smokes
pickings,17.138165300792025,1,1,Garbage
duckling,17.138165300792025,1,1,Same Space (The Tugboat Complex pt. 2)
glitz,17.138165300792025,1,1,None Shall Pass
sequestered,17.138165300792025,1,1,Fryerstarter
tubers,17.138165300792025,1,1,Bermuda
fossilized,17.138165300792025,1,1,Bold
bloomed,17.138165300792025,1,1,89.9FM Nighttrain Promo
splint,17.138165300792025,1,1,Winners Take All
abalone,17.138165300792025,1,1,My Belly
dunked,17.138165300792025,1,1,BMX
mosses,17.138165300792025,1,1,Commencement (at the Obedience Academy)
snuggled,17.138165300792025,1,1,Junkyard
tilt,17.13816530079202,10,7,Tetra; One of Four (Thank You); Flashflood; Fast Cars; Coma; One Of Four; Jinx Planet
handshake,17.100745725899465,5,5,The Gates; No City; The Mayor and the Crook; Play Dead; Frijoles
plugged,17.088308819916993,6,6,"Attaboy; Facemelter; 1,000 Deaths; Babies with Guns; Dryspell; Thorns"
coma,17.088308819916993,12,8,"Battery; Bent Life; Fumes; No City; Coma; 1,000 Deaths; Attention Span; Hall of Game"
sunk,17.088308819916993,12,12,"Catacomb Kids; Commencement (at the Obedience Academy); Fumes; The Tugboat Complex Pt. 3; Shovel; Dryspell; Rickety Rackety; Maintenance; Drawbridge; Thorns; The Tugboat Complex, Part 3; Jinx Planet"
hammock,17.02639465752599,3,3,The Tugboat Complex; Easy; Winners Take All
pageant,16.921293455936326,7,7,"Rabies; Klutz; Kodokushi; We’re Famous; 1,000 Deaths; The Mayor and the Crook; Maintenance"
cobra,16.921293455936326,7,7,We’re Famous; Fast Cars; Zodiaccupuncture; Boombox; N.Y. Electric; Easy; Numb (to the Guns)
evoke,16.843315145079476,4,4,Zero Dark Thirty; Holy Smokes; Tetra; Appleseed Intro
retreating,16.843315145079476,4,4,Klutz; The Substance; Merit; Live On 89.9FM Nighttrain
unison,16.843315145079476,4,4,Pigs; Water; How to Be a Carpenter; Sick Friend
flushed,16.843315145079476,4,4,Five Fingers; Water; Dark Heart News; Living Curfew
carnal,16.789156575481147,2,2,Water; Sick Friend
shredder,16.789156575481147,2,2,Racing Stripes; Number Nine
hag,16.789156575481147,2,2,Freeze/Honeycomb Interlude; Freeze
harmonica,16.789156575481147,2,2,Pigs; Facemelter
pagans,16.789156575481147,2,2,Fast Cars; Wise Up
demented,16.789156575481147,2,2,Getaway Car; Off the top
yonder,16.789156575481147,2,2,39 Thieves; Drums on the Wheel
shimmering,16.789156575481147,2,2,Prosperity; Limelighters/Flunkadelic Interlude
bout,16.78316044813276,24,16,Fumes; Coveralls; Shovel; Facemelter; Zodiaccupuncture; Nickel Plated Pockets; How to Be a Carpenter; Aggressive Steven; Salt and Pepper Squid; 100 Feet Tall; Vititus; Coward of the Year; Train Buffer; Numb (to the Guns); Jinx Planet; Off the top
naysayers,16.73534517620076,1,1,Fishtales
vers,16.73534517620076,1,1,Plastic Soldiers
exhumed,16.73534517620076,1,1,Grace
matcha,16.73534517620076,1,1,Attaboy
glyphs,16.73534517620076,1,1,Shrunk
soldered,16.73534517620076,1,1,Mars Attacks
disobedient,16.73534517620076,1,1,Dorks
choy,16.73534517620076,1,1,BMX
critiquing,16.73534517620076,1,1,Bazooka Tooth
fingertip,16.73534517620076,1,1,Cook it Up
harmonize,16.73534517620076,1,1,Tomorrow Morning
ballooning,16.73534517620076,1,1,Frijoles
artfully,16.73534517620076,1,1,ZZZ Top
shhhh,16.73534517620076,1,1,My Belly
talkers,16.73534517620076,1,1,Coward of the Year
thermonuclear,16.73534517620076,1,1,Super fluke
gouging,16.73534517620076,1,1,ZZZ Top
manifestly,16.73534517620076,1,1,Leisureforce
mongoose,16.73534517620076,1,1,Untouchable (AR Version)
darko,16.73534517620076,1,1,Super fluke
bilge,16.73534517620076,1,1,Cat Food
collapsible,16.73534517620076,1,1,The Greatest Pac-Man Victory in History
freemasons,16.73534517620076,1,1,Commencement (at the Obedience Academy)
infested,16.735345176200756,5,5,Labor; Big Bang; The Yes and the Y’all; The Substance; Bad Samaritan
immaculate,16.735345176200756,5,5,Holy Smokes; Garbage; Basic Cable; Same Space (The Tugboat Complex pt. 2); Appleseed Intro
butcher,16.723433898495276,12,7,Pigs; Klutz; Crows 2; Syrup; Boot Soup; KOWP; Bosico
supper-scape,16.699662137445536,1,1,Grace
scorpio,16.664130941408416,3,1,Zodiaccupuncture
brewed,16.664130941408416,3,3,Abandon All Hope; Attention Span; The Substance
clique,16.664130941408416,3,3,No Jumper Cables; The Tugboat Complex; 89.9FM Nighttrain Promo
starry,16.664130941408416,3,3,Rabies; The Harbor Is Yours; Coordinates
glitches,16.664130941408416,3,3,Shere Kahn; Antisocial; Number Nine
settler,16.664130941408416,3,3,Zodiaccupuncture; The Substance; Live On 89.9FM Nighttrain
pegasus,16.664130941408416,3,3,Hot Dogs; Bracket Basher; Train Buffer
tripping,16.56344132846939,7,7,Catacomb Kids; TUFF; Dog at the Door; Living Curfew; Aggressive Steven; Shere Kahn; Bad Samaritan
gluttony-drunk,16.558438778989334,1,1,Crows 2
scissors,16.488719036762014,8,7,Crows 1; Citronella; Klutz; No City; Skip Town; Kill the Messenger; All In All
adamant,16.402390664841793,4,4,Flashflood; Oxygen; Basic Cable; Coordinates
overkill,16.402390664841793,2,2,Marble Cake; Junkyard
orbiting,16.402390664841793,4,4,Float; Coveralls; Rogue Wave; Pigeonometry
tyrants,16.402390664841793,2,2,No Regrets; Bad Samaritan
punctured,16.402390664841793,2,2,Shovel; Zodiaccupuncture
daydream,16.402390664841793,2,2,Labor; Train Buffer
shimmer,16.402390664841793,2,2,Bad Karma; Jinx Planet
sandman,16.402390664841793,2,2,Shovel; Easy
booby,16.402390664841793,2,2,Pigs; All City Nerve Map
visor,16.402390664841793,2,2,Cycles to Gehenna; Button Masher
stung,16.402390664841793,4,4,Saturn Missiles; Fumes; The Mayor and the Crook; All In All
coals,16.402390664841793,2,2,The Four Winds; Infinity Fill Goose Down
budding,16.402390664841793,4,4,Citronella; Keep Off the Lawn; Infinity Fill Goose Down; Sink or Swim
gory,16.402390664841793,2,2,Crows 1; Off the top
assisi,16.351026184680492,1,1,Tomorrow Morning
hogging,16.351026184680492,1,1,Daylight
funneled,16.351026184680492,1,1,Citronella
saddens,16.351026184680492,1,1,Float
disassembled,16.351026184680492,1,1,Gopher Guts
catnip,16.351026184680492,1,1,Saturn Missiles
splendidly,16.351026184680492,1,1,Same Space (The Tugboat Complex pt. 2)
swooped,16.351026184680492,1,1,Dokken Rules
poach,16.351026184680492,1,1,Zodiaccupuncture
eons,16.351026184680492,1,1,Lazy Eye
bathrobe,16.351026184680492,1,1,Supercell
saviors,16.351026184680492,1,1,Save Yourself
despondent,16.351026184680492,1,1,Aggressive Steven
conformed,16.351026184680492,1,1,Zodiaccupuncture
metroid,16.351026184680492,1,1,Shere Kahn
sasquatch,16.351026184680492,1,1,Rabies
sark,16.351026184680492,1,1,Citronella
kowloon,16.351026184680492,1,1,Dokken Rules
taz,16.351026184680492,1,1,Catacomb Kids
axl,16.351026184680492,1,1,N.Y. Electric
megawatt,16.351026184680492,1,1,Rickety Rackety
angkor,16.351026184680492,1,1,Holy Waterfall
bade,16.351026184680492,1,1,Coveralls
frolic,16.351026184680492,1,1,Defender
xerxes,16.351026184680492,1,1,Mystery Fish
gemini,16.31696154679574,5,3,Rabies; Fast Cars; Zodiaccupuncture
spawn,16.31696154679574,5,4,Keep Off the Lawn; Abandon All Hope; Spare a Match; Home Again
opus,16.204430777507493,3,3,Fast Cars; Tomorrow Morning; All In All
nuances,16.204430777507493,3,3,Get Out of the Car; Water Tower; Bosico
cockroach,16.204430777507493,3,3,9-5'ers Anthem; Super fluke; Hall of Game
undeniably,16.204430777507493,3,3,The Substance; By The River; Merit
thrills,16.204430777507493,3,3,Dokken Rules; Gun for the Whole Family; For The Whole Family
chipping,16.204430777507493,3,3,Living Curfew; Freeze/Honeycomb Interlude; Freeze
severed,16.17256365700109,7,6,Big Bang; Tetra; Babies with Guns; Fixed and Dilated; Bracket Basher; Attention Span
snatch,16.17256365700109,7,6,ZZZ Top; Tetra; We’re Famous; Easy; Tomorrow Morning; Drawbridge
stitch,16.13026862291936,9,9,"Battery; Float; Food, Clothes, Medicine; How to Be a Carpenter; Mars Attacks; Drawbridge; Sick Friend; Odessa; Jinx Planet"
archers,16.06593136915273,4,3,The Yes and the Y’all; All Day: Nike+ Original Run; Sink or Swim
beanie,16.03304307566419,2,2,Drums on the Wheel; Babies with Guns
lackluster,16.03304307566419,2,2,The Greatest Pac-Man Victory in History; Spare a Match
detach,16.03304307566419,2,2,Cat Food; Bad Karma
flickering,16.03304307566419,2,2,Jumping Coffin; No Jumper Cables
woulda,16.03304307566419,2,2,No Jumper Cables; Jinx Planet
smelt,16.03304307566419,2,2,"The Tugboat Complex Pt. 3; The Tugboat Complex, Part 3"
twitching,16.03304307566419,2,2,Rogue Wave; Number Nine
warlock,16.03304307566419,2,2,Kirby; Antisocial
incarnate,16.03304307566419,2,2,Jumping Coffin; The Four Winds
sips,16.03304307566419,2,2,Bracket Basher; Helium
peri,16.03304307566419,2,1,Time Moves Differently Here
poached,16.03304307566419,2,2,Grace; Dokken Rules
shredding,16.03304307566419,2,2,Crows 1; Crystal Sword
escorting,16.03304307566419,2,2,Homemade Mummy; Kill the Messenger
aloof,16.03304307566419,2,2,Bring Back Pluto; Coveralls
manger,16.03304307566419,2,2,Holy Smokes; Klutz
sordid,16.03304307566419,2,2,Dorks; Leisureforce
blackened,16.03304307566419,2,2,Klutz; Numb (to the Guns)
congruent,15.983962331555013,1,1,Helium
hunchback,15.983962331555013,1,1,Rogue Wave
dwarfed,15.983962331555013,1,1,The Yes and the Y’all
trapeze,15.983962331555013,1,1,All City Nerve Map
spliced,15.983962331555013,1,1,Flashflood
ogle,15.983962331555013,1,1,Junkyard
lumbering,15.983962331555013,1,1,"1,000 O’ Clock"
burlap,15.983962331555013,1,1,Crows 1
glittery,15.983962331555013,1,1,Citronella
ahab,15.983962331555013,1,1,One Brick
headstrong,15.983962331555013,1,1,Wise Up
ochre,15.983962331555013,1,1,Blue in the Face
chins,15.983962331555013,1,1,Defender
archimedes,15.983962331555013,1,1,Mindful Solutionism
misbehaving,15.983962331555013,1,1,Vititus
transcribe,15.983962331555013,1,1,Tetra
morphing,15.983962331555013,1,1,Coordinates
fuchsia,15.983962331555013,1,1,Pizza Alley
ridin,15.983962331555013,1,1,Rickety Rackety
sprinted,15.983962331555013,1,1,Ruby ’81
dominos,15.983962331555013,1,1,6B Panorama
polka-dotted,15.983962331555013,2,1,Babies with Guns
subterfuge,15.983962331555013,1,1,Defender
pandemonium,15.983962331555013,1,1,Shovel
slings,15.983962331555013,1,1,Puff Tuff
acetaminophen,15.983962331555013,1,1,Jazz Hands
etchings,15.983962331555013,1,1,Bold
scuttle,15.983962331555013,1,1,Jinx Planet
beeping,15.983962331555013,1,1,Kyanite Toothpick
peep,15.983962331555011,5,5,Grace; Rickety Rackety; Flies; All Day: Nike+ Original Run; Ace Rocks
bruised,15.983962331555011,5,5,Marble Cake; No Jumper Cables; Bug Zapper; Basic Cable; Rickety Rackety
feather,15.983962331555011,10,10,Daylight; Crows 1; Hot Dogs; Kodokushi; The Harbor Is Yours; Oxygen; No Jumper Cables; Fixed and Dilated; 100 Feet Tall; Hall of Game
nothin,15.983962331555011,10,3,Save Yourself; All City Nerve Map; Appleseed Intro
lick,15.956824874285816,12,10,Mystery Fish; Commencement (at the Obedience Academy); Tetra; Gauze; Marble Cake; Fast Cars; Boot Soup; Wake Up Call; Numb (to the Guns); Junkyard
chop,15.956824874285816,12,8,Rings; Dorks; ZZZ Top; Racing Stripes; Dokken Rules; Gun for the Whole Family; Winners Take All; Numb (to the Guns)
kittens,15.929779408397197,6,6,Rabies; The Yes and the Y’all; No Jumper Cables; Bazooka Tooth; Facemelter; Limelighters/Flunkadelic Interlude
aggravated,15.929779408397197,6,6,"9-5'ers Anthem; 1,000 O’ Clock; Fryerstarter; Dokken Rules; Abandon All Hope; Kill the Messenger"
leash,15.929779408397197,6,6,The Gates; Garbage; Nickel Plated Pockets; The Tugboat Complex; Prosperity; Maintenance
starboard,15.87596258607153,3,3,Big Bang; The Harbor Is Yours; Sick Friend
hogs,15.87596258607153,3,3,Infinity Fill Goose Down; The Next Best Thing; Sniff Glue
