word,preference,occurrences,song_count,songs
draw,1.9398492984425897,16,14,Rings; Kirby; No Regrets; Klutz; Tetra; Fixed and Dilated; Pigeonometry; Aggressive Steven; Black Snow; Skip Town; All City Nerve Map; Same Space (The Tugboat Complex pt. 2); Live On 89.9FM Nighttrain; Jazz Hands
fuel,1.939387429562008,13,12,"Cycles to Gehenna; Battery; Gauze; Drums on the Wheel; Dokken Rules; No City; Facemelter; Salt; Babies with Guns; Play Dead; Mars Attacks; The Tugboat Complex, Part 3"
ill,1.939387429562008,13,11,"Bring Back Pluto; Save Yourself; 1,000 O’ Clock; The Yes and the Y’all; Long Legged Larry; Nickel Plated Pockets; Alchemy; Untouchable (AR Version); Bracket Basher; Puff Tuff; Off the top"
god,1.9369812416841394,92,67,"Zero Dark Thirty; Kirby; Dorks; Mystery Fish; 9-5'ers Anthem; Pigs; The Gates; Crows 1; Big Bang; Holy Smokes; Molecules; Save Yourself; Hot Dogs; Battery; 39 Thieves; Grace; Fryerstarter; Button Masher; One Brick; The Yes and the Y’all; Saturn Missiles; Crows 2; We’re Famous; Dog at the Door; Water; Abandon All Hope; Oxygen; Gun for the Whole Family; Coma; Shovel; Bazooka Tooth; 1,000 Deaths; Babies with Guns; Boombox; Sleeper Car; The Mayor and the Crook; How to Be a Carpenter; No Splash; Rickety Rackety; Aggressive Steven; Black Snow; Freeze/Honeycomb Interlude; Bad Karma; Skip Town; Mars Attacks; Maintenance; Easy; The Substance; Super fluke; Bermuda; Time Moves Differently Here; Kill the Messenger; Vititus; Thorns; Try Not to Die; Odessa; Forward Compatibility Engine; Wise Up; Coward of the Year; Train Buffer; On Failure; Freeze; Dead Pan; All In All; The Blob; Plums; For The Whole Family"
mother,1.9355292317578396,43,34,Shrunk; 9-5'ers Anthem; Five Fingers; Hot Dogs; Battery; One of Four (Thank You); Kodokushi; Button Masher; The Yes and the Y’all; Dokken Rules; Coveralls; No City; I’ll Be OK; Alchemy; Basic Cable; Untouchable (AR Version); Black Snow; Shere Kahn; Freeze/Honeycomb Interlude; N.Y. Electric; KOWP; Mars Attacks; Maintenance; 6B Panorama; Fascination; 100 Feet Tall; Try Not to Die; Bosico; Puff Tuff; Solid Gold; Freeze; One Of Four; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude; Sniff Glue
tailor-made,1.9338621092498656,1,1,The Mayor and the Crook
snap,1.9338621092498656,4,4,Rogue Wave; Number Nine; All City Nerve Map; Wolf Piss
cap,1.9338621092498656,8,7,Lazy Eye; Attaboy; Dark Heart News; How to Be a Carpenter; All City Nerve Map; Forward Compatibility Engine; All Day: Nike+ Original Run
none,1.9327258800434908,21,13,None Shall Pass; Get Out of the Car; Supercell; TUFF; Hot Dogs; Gauze; Drums on the Wheel; Crows 2; Aggressive Steven; Antisocial; Drawbridge; Junkyard; Horizontal Demo (Instagram 2017)
cook,1.9273726390845973,11,11,Catacomb Kids; Molecules; Homemade Mummy; Float; Fumes; Coma; Cook it Up; All City Nerve Map; Blue in the Face; Bad Samaritan; Sink or Swim
quiet,1.9273726390845973,11,11,Get Out of the Car; Lazy Eye; Molecules; Racing Stripes; Saturn Missiles; Crystal Sword; Dog at the Door; The Four Winds; My Belly; Cook it Up; By The River
glance,1.9267260867065081,2,2,Nickel Plated Pockets; Drawbridge
pressures,1.9267260867065081,2,2,One of Four (Thank You); One Of Four
collector,1.9267260867065081,2,2,Big Bang; The Mayor and the Crook
clicking,1.9267260867065081,2,2,Water; Frijoles
danish,1.9267260867065081,2,2,Fryerstarter; Time Moves Differently Here
wool,1.9267260867065081,2,2,Saturn Missiles; Number Nine
reds,1.9267260867065081,2,2,Rogue Wave; Bosico
sung,1.9267260867065081,2,2,Catacomb Kids; No City
rode,1.9267260867065081,2,2,Bent Life; Forward Compatibility Engine
prescribed,1.9267260867065081,2,2,The Tugboat Complex; Merit
sack,1.9267260867065081,2,2,TUFF; Dead Pan
genocide,1.9267260867065081,2,2,Rabies; Mindful Solutionism
tablets,1.9267260867065081,2,2,Citronella; Sink or Swim
observer,1.9267260867065081,2,2,The Substance; Live On 89.9FM Nighttrain
day,1.9250718269350935,219,83,None Shall Pass; Daylight; Coffee; Rings; Zero Dark Thirty; Mystery Fish; 9-5'ers Anthem; No Regrets; Night Light; Leisureforce; The Gates; Catacomb Kids; TUFF; Holy Smokes; Citronella; Klutz; Cat Food; Defender; Tetra; Save Yourself; Racing Stripes; Battery; 39 Thieves; Gauze; Marble Cake; Homemade Mummy; Flashflood; Float; Fumes; The Harbor Is Yours; No City; The Four Winds; Mindful Solutionism; Oxygen; Gun for the Whole Family; Garbage; Shovel; Dark Heart News; Getaway Car; Facemelter; Long Legged Larry; Zodiaccupuncture; Rogue Wave; Babies with Guns; Boombox; Alchemy; The Tugboat Complex; Basic Cable; My Belly; Living Curfew; No Splash; Shere Kahn; Freeze/Honeycomb Interlude; N.Y. Electric; Skip Town; Mars Attacks; Maintenance; 6B Panorama; Easy; Fascination; Winners Take All; Frijoles; Tomorrow Morning; Flies; Sick Friend; Same Space (The Tugboat Complex pt. 2); Wake Up Call; Try Not to Die; Odessa; Blue in the Face; Forward Compatibility Engine; The Next Best Thing; Solid Gold; Wise Up; All Day: Nike+ Original Run; Freeze; Coffee (Main); The Active Element; All In All; Jazz Hands; All the Smartest People; For The Whole Family; Horizontal Demo (Instagram 2017)
differing,1.9243591013420038,1,1,"1,000 O’ Clock"
dispatched,1.9243591013420038,1,1,How to Be a Carpenter
diaries,1.9243591013420038,1,1,Hold the Cup
carnegie,1.9243591013420038,1,1,100 Feet Tall
trajectory,1.9243591013420038,1,1,Rabies
linen,1.9243591013420038,1,1,Rings
sun-kissed,1.9243591013420038,2,2,Living Curfew; All City Nerve Map
paradigm,1.9243591013420038,1,1,Infinity Fill Goose Down
motel,1.9243591013420038,1,1,Molecules
sibling,1.9243591013420038,1,1,Battery
weary,1.9243591013420038,1,1,Garbage
unrest,1.9243591013420038,1,1,Puff Tuff
geo,1.9243591013420038,1,1,TUFF
noun,1.9243591013420038,1,1,Junkyard
handicap,1.9243591013420038,1,1,Sink or Swim
interrupt,1.9243591013420038,1,1,Keep Off the Lawn
rotary,1.9243591013420038,1,1,Dark Heart News
casualty,1.9243591013420038,1,1,Salt
exquisite,1.9243591013420038,1,1,The Tugboat Complex
freeway,1.9243591013420038,1,1,Side Quest
hostility,1.9243591013420038,1,1,Oxygen
affinity,1.9243591013420038,1,1,Rings
willy,1.9243591013420038,1,1,N.Y. Electric
dante,1.9243591013420038,1,1,Commencement (at the Obedience Academy)
bright,1.9243591013420036,10,9,"Cycles to Gehenna; Citronella; 1,000 O’ Clock; Fryerstarter; Bent Life; Crystal Sword; Skip Town; Attention Span; Coward of the Year"
checks,1.9196425349171458,5,5,Bent Life; Fumes; 6B Panorama; Coward of the Year; Bad Samaritan
mouse,1.9196425349171458,5,5,Molecules; Attaboy; Mars Attacks; Salt and Pepper Squid; By The River
stability,1.9196425349171458,5,5,Labor; Save Yourself; Flashflood; One Brick; Sick Friend
silly,1.9180754797866013,6,6,Pizza Alley; Fumes; Facemelter; The Mayor and the Crook; Black Snow; The Next Best Thing
sciences,1.9180754797866013,6,3,Cycles to Gehenna; Water Tower; All City Nerve Map
spot,1.917663521994551,19,17,"Kirby; Night Light; Commencement (at the Obedience Academy); 1,000 O’ Clock; The Harbor Is Yours; I’ll Be OK; Attaboy; Garbage; Food, Clothes, Medicine; Aggressive Steven; 1 to 10; Bracket Basher; Wake Up Call; Appleseed Intro; Blue in the Face; Merit; Hall of Game"
trying,1.9115735290076636,72,45,"None Shall Pass; Dorks; Mystery Fish; Get Out of the Car; 9-5'ers Anthem; Water Tower; Big Bang; Holy Smokes; Klutz; Bring Back Pluto; Five Fingers; Save Yourself; Battery; Pizza Alley; Button Masher; The Yes and the Y’all; Fumes; We’re Famous; The Tugboat Complex Pt. 3; Syrup; Fast Cars; Oxygen; Garbage; Shovel; Facemelter; Zodiaccupuncture; Nickel Plated Pockets; Boombox; Sleeper Car; The Tugboat Complex; The Mayor and the Crook; Kyanite Toothpick; My Belly; Dryspell; How to Be a Carpenter; Aggressive Steven; Bracket Basher; Easy; Fascination; Hold the Cup; Super fluke; 100 Feet Tall; Kill the Messenger; Numb (to the Guns); The Tugboat Complex, Part 3"
hop-scotch,1.910278424990721,1,1,Babies with Guns
sells,1.9102784249907208,3,2,Dokken Rules; BMX
disappear,1.9102784249907208,3,3,Boot Soup; Alchemy; Black Snow
olive,1.9102784249907208,3,3,Homemade Mummy; No City; Salt
servant,1.9102784249907208,3,2,"1,000 Deaths; Fascination"
heated,1.9102784249907208,3,3,89.9FM Nighttrain Promo; Coordinates; Bad Samaritan
darling,1.9102784249907208,3,3,Save Yourself; Bermuda; Sink or Swim
vacuum,1.9102784249907208,3,3,Lazy Eye; Klutz; Button Masher
drill,1.9102784249907208,3,3,Leisureforce; How to Be a Carpenter; Wake Up Call
jeans,1.9102784249907208,3,3,No Jumper Cables; Cook it Up; Bold
days,1.9051155103285837,99,44,"Zero Dark Thirty; The Gates; Catacomb Kids; Lazy Eye; Klutz; Defender; Hot Dogs; The Greatest Pac-Man Victory in History; Drums on the Wheel; The Harbor Is Yours; No City; The Four Winds; Holy Waterfall; Shovel; No Jumper Cables; Facemelter; Salt; 1,000 Deaths; Sleeper Car; The Mayor and the Crook; Hello from the Spirit World; Basic Cable; Dryspell; Living Curfew; N.Y. Electric; Bad Karma; KOWP; Bracket Basher; Mars Attacks; Maintenance; All City Nerve Map; Tomorrow Morning; Kill the Messenger; Wake Up Call; Appleseed Intro; Bosico; Plastic Soldiers; All Day: Nike+ Original Run; Train Buffer; Numb (to the Guns); Dead Pan; Jazz Hands; Wolf Piss; Helium"
cast,1.9040862745045275,15,13,None Shall Pass; Daylight; Blood Sandwich; Night Light; The Tugboat Complex; Prosperity; 11:35; Rickety Rackety; Shere Kahn; Super fluke; Vititus; Plastic Soldiers; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude
christ,1.9040862745045275,15,15,"Blood Sandwich; Supercell; Hot Dogs; Pizza Alley; Water; Oxygen; 1,000 Deaths; The Mayor and the Crook; Prosperity; No Splash; Freeze/Honeycomb Interlude; Kill the Messenger; Thorns; Try Not to Die; Freeze"
ridiculous,1.9036455137928365,7,6,Daylight; Commencement (at the Obedience Academy); Coma; Boombox; Basic Cable; Odessa
hip,1.9036455137928365,7,3,We’re Famous; Winners Take All; Odessa
pedal-foot,1.9010052287529018,1,1,Salt and Pepper Squid
hey,1.898700979990777,32,19,Coffee; Kirby; No Regrets; Lazy Eye; Rabies; Bring Back Pluto; Five Fingers; Save Yourself; The Greatest Pac-Man Victory in History; Fumes; The Harbor Is Yours; Basic Cable; Aggressive Steven; Bracket Basher; Mars Attacks; Super fluke; Kill the Messenger; The Next Best Thing; Coffee (Main)
taste,1.8960491629796168,13,12,Commencement (at the Obedience Academy); Save Yourself; Crows 2; Oxygen; The Tugboat Complex; Prosperity; Basic Cable; Black Snow; Winners Take All; All City Nerve Map; Drawbridge; Coward of the Year
core,1.8960491629796168,13,10,Gopher Guts; Leisureforce; Big Bang; One Brick; Saturn Missiles; Untouchable (AR Version); Rickety Rackety; Mars Attacks; The Substance; Kill the Messenger
tea,1.8960491629796168,13,11,Dorks; The Gates; The Four Winds; Water; Facemelter; Rogue Wave; No Splash; Aggressive Steven; Bracket Basher; Salt and Pepper Squid; Super fluke
steps,1.8960491629796168,13,10,"Blood Sandwich; 9-5'ers Anthem; Save Yourself; Bent Life; Mindful Solutionism; 1,000 Deaths; Dryspell; Living Curfew; Spare a Match; Try Not to Die"
shoot,1.8960491629796168,13,12,Mystery Fish; 39 Thieves; Flashflood; No City; Mindful Solutionism; Attaboy; Babies with Guns; Rickety Rackety; Frijoles; Limelighters/Flunkadelic Interlude; Plastic Soldiers; Puff Tuff
seat,1.8958285125475236,16,15,Mystery Fish; 9-5'ers Anthem; Pigs; Five Fingers; Save Yourself; Ruby ’81; Grace; Kodokushi; Coveralls; Untouchable (AR Version); Skip Town; All City Nerve Map; Thorns; Blue in the Face; The Next Best Thing
click,1.8958285125475236,16,13,"Five Fingers; Dokken Rules; Saturn Missiles; Facemelter; Food, Clothes, Medicine; Babies with Guns; Alchemy; Living Curfew; No Splash; Try Not to Die; Appleseed Intro; Merit; Bad Samaritan"
cheese,1.8948729538214408,9,9,ZZZ Top; Catacomb Kids; TUFF; Drums on the Wheel; Button Masher; Time Moves Differently Here; 100 Feet Tall; Vititus; The Next Best Thing
tend,1.8948729538214408,9,8,9-5'ers Anthem; Fast Cars; Babies with Guns; Fixed and Dilated; Pigeonometry; Odessa; Blue in the Face; Merit
wide-eyed,1.8895395759859965,2,2,Fast Cars; The Substance
pleasant,1.8872630222799893,4,4,Sleeper Car; Prosperity; How to Be a Carpenter; Blue in the Face
ho,1.8872630222799893,4,2,Freeze/Honeycomb Interlude; Freeze
bobby,1.8872630222799893,4,4,No Regrets; Cat Food; Alchemy; Frijoles
nature,1.886274926456806,23,19,Daylight; Zero Dark Thirty; Night Light; TUFF; Garbage; Shovel; Facemelter; Alchemy; Aggressive Steven; Antisocial; Freeze/Honeycomb Interlude; Mars Attacks; Maintenance; Bermuda; Winners Take All; Sick Friend; Blue in the Face; Fishtales; Freeze
everywhere,1.8851981830871227,11,11,Lazy Eye; Cat Food; Jumping Coffin; Salt; Untouchable (AR Version); Aggressive Steven; N.Y. Electric; Vititus; Try Not to Die; Odessa; The Blob
lunch,1.8851981830871227,11,11,Zero Dark Thirty; Shrunk; No Regrets; Fast Cars; I’ll Be OK; Boot Soup; BMX; Rogue Wave; Flies; 100 Feet Tall; Solid Gold
smoked,1.8827263323225856,2,2,The Yes and the Y’all; Babies with Guns
pasta,1.8827263323225856,2,2,Syrup; Time Moves Differently Here
sensor,1.8827263323225856,2,2,Catacomb Kids; Salt and Pepper Squid
altitude,1.8827263323225856,2,2,Mindful Solutionism; Limelighters/Flunkadelic Interlude
baked,1.8827263323225856,2,2,Maintenance; Jinx Planet
crane,1.8827263323225856,2,2,Grace; Infinity Fill Goose Down
affection,1.8827263323225856,2,2,Gopher Guts; Attention Span
marines,1.8827263323225856,2,2,Dokken Rules; Hold the Cup
donor,1.8827263323225856,2,2,Flashflood; Cook it Up
joshua,1.8827263323225856,2,2,No Regrets; No Jumper Cables
outline,1.8827263323225856,2,2,Alchemy; Dead Pan
leisure,1.8827263323225856,2,2,Blood Sandwich; Leisureforce
heroin,1.8827263323225856,2,2,"Mystery Fish; Food, Clothes, Medicine"
hooked,1.8827263323225856,2,2,Sick Friend; The Active Element
subsidiary,1.8827263323225856,2,2,"The Tugboat Complex Pt. 3; The Tugboat Complex, Part 3"
absorbed,1.8827263323225856,2,2,Bent Life; Dryspell
losing,1.8805989579357805,17,7,Mystery Fish; Citronella; The Four Winds; No Jumper Cables; Babies with Guns; Time Moves Differently Here; Tomorrow Morning
prior,1.8805989579357805,17,14,9-5'ers Anthem; The Harbor Is Yours; Babies with Guns; Boombox; The Tugboat Complex; The Mayor and the Crook; Prosperity; Shere Kahn; Antisocial; N.Y. Electric; The Substance; Same Space (The Tugboat Complex pt. 2); Blue in the Face; Merit
gamer,1.8782114010700135,1,1,No Jumper Cables
sweets,1.8782114010700135,1,1,Garbage
mascot,1.8782114010700135,1,1,Zodiaccupuncture
wedge,1.8782114010700135,1,1,Mindful Solutionism
rec,1.8782114010700135,1,1,Coordinates
pointer,1.8782114010700135,1,1,Grace
discouraged,1.8782114010700135,1,1,Abandon All Hope
ambient,1.8782114010700135,1,1,Living Curfew
balances,1.8782114010700135,1,1,Bad Samaritan
atheist,1.8782114010700135,1,1,Boombox
spill-a-gut,1.8782114010700135,1,1,Sniff Glue
paved,1.8782114010700135,1,1,Wolf Piss
demolition,1.8782114010700135,1,1,Jazz Hands
thriving,1.8782114010700135,1,1,"1,000 Deaths"
gorilla,1.8782114010700135,1,1,Zodiaccupuncture
tucked,1.8782114010700135,1,1,Crows 1
self-styled,1.8782114010700135,1,1,Commencement (at the Obedience Academy)
sanctioned,1.8782114010700135,1,1,Cycles to Gehenna
sabotage,1.8782114010700135,1,1,Mars Attacks
sarcasm,1.8782114010700135,1,1,Coma
perks,1.8782114010700135,1,1,Attention Span
armored,1.8782114010700135,1,1,Citronella
donkey,1.8782114010700135,1,1,Numb (to the Guns)
gale,1.8782114010700135,1,1,Attaboy
comprise,1.8782114010700135,1,1,We’re Famous
fuss,1.8782114010700135,1,1,Tomorrow Morning
enzymes,1.8782114010700135,1,1,Zero Dark Thirty
conceptual,1.8782114010700135,1,1,One Brick
nostalgia,1.8782114010700135,1,1,Junkyard
sic,1.8782114010700135,1,1,Crystal Sword
earthquakes,1.8782114010700135,1,1,I’ll Be OK
mf,1.8782114010700135,1,1,N.Y. Electric
giant,1.8782114010700133,10,8,Grace; The Yes and the Y’all; Coveralls; Alchemy; Maintenance; By The River; Forward Compatibility Engine; Jazz Hands
suicide,1.8782114010700133,10,9,Gopher Guts; Get Out of the Car; Cycles to Gehenna; Rabies; Five Fingers; The Mayor and the Crook; Puff Tuff; On Failure; Bold
soldiers,1.875962046098672,12,12,"39 Thieves; One of Four (Thank You); We’re Famous; Shovel; Rogue Wave; Food, Clothes, Medicine; Alchemy; Shere Kahn; Skip Town; Plastic Soldiers; One Of Four; Hall of Game"
versus,1.8737180723593194,5,5,Battery; Zodiaccupuncture; Easy; Fascination; Home Again
pound,1.8737180723593194,5,5,Zero Dark Thirty; Save Yourself; Getaway Car; Coward of the Year; All In All
invest,1.8737180723593194,5,2,Odessa; Integrated Tech Solutions
food,1.8722250699112246,60,41,"Zero Dark Thirty; Gopher Guts; Pigs; Night Light; The Gates; Catacomb Kids; Labor; Holy Smokes; Cat Food; Commencement (at the Obedience Academy); Tetra; Molecules; 39 Thieves; 1,000 O’ Clock; One of Four (Thank You); Gauze; Button Masher; The Yes and the Y’all; Dokken Rules; No City; Fast Cars; Holy Waterfall; Boot Soup; Dark Heart News; Facemelter; Bug Zapper; Food, Clothes, Medicine; Babies with Guns; Nickel Plated Pockets; Alchemy; My Belly; Living Curfew; KOWP; Super fluke; Frijoles; Kill the Messenger; Try Not to Die; Bosico; All Day: Nike+ Original Run; One Of Four; Ace Rocks"
crystal,1.8722250699112244,6,6,Daylight; Night Light; Pizza Alley; Kyanite Toothpick; Number Nine; The Active Element
buddy,1.8722250699112244,6,6,Big Bang; Oxygen; Shovel; Mars Attacks; Super fluke; Wise Up
forgotten,1.8722250699112244,6,5,Flashflood; My Belly; Side Quest; Plastic Soldiers; Junkyard
insane,1.8722250699112244,6,6,Racing Stripes; We’re Famous; Getaway Car; Facemelter; 11:35; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude
technically,1.8647956053480845,3,3,ZZZ Top; Freeze/Honeycomb Interlude; Freeze
pine,1.8647956053480845,3,3,Crows 2; By The River; Fishtales
laughter,1.8647956053480845,3,3,"The Tugboat Complex Pt. 3; Nickel Plated Pockets; The Tugboat Complex, Part 3"
booth,1.8647956053480845,3,3,Dokken Rules; Boot Soup; Easy
seemingly,1.8647956053480845,3,3,One of Four (Thank You); Plastic Soldiers; One Of Four
novels,1.8647956053480845,3,3,Save Yourself; Oxygen; Home Again
facial,1.8647956053480845,3,3,Fryerstarter; Zodiaccupuncture; Freeze
washed,1.8647956053480845,3,3,"The Tugboat Complex Pt. 3; Number Nine; The Tugboat Complex, Part 3"
chapters,1.8647956053480845,3,3,Fumes; The Next Best Thing; Plastic Soldiers
thin,1.8584742643130066,7,6,Button Masher; I’ll Be OK; Prosperity; Shere Kahn; Wise Up; All Day: Nike+ Original Run
limits,1.8584742643130066,7,6,One of Four (Thank You); Dokken Rules; Boombox; How to Be a Carpenter; Rickety Rackety; One Of Four
green,1.8565076248798709,32,25,Coffee; Gopher Guts; The Gates; Labor; Klutz; Racing Stripes; The Greatest Pac-Man Victory in History; 39 Thieves; Grace; One of Four (Thank You); Drums on the Wheel; Button Masher; Gun for the Whole Family; Getaway Car; Facemelter; 11:35; Hold the Cup; Blue in the Face; Limelighters/Flunkadelic Interlude; Train Buffer; Coffee (Main); One Of Four; 11:35 (feat. Mr. Lif) / Ketamine U.S.A. Interlude; Bold; For The Whole Family
trained,1.8549808916357262,9,9,"Rings; 9-5'ers Anthem; Holy Waterfall; Zodiaccupuncture; Food, Clothes, Medicine; Nickel Plated Pockets; N.Y. Electric; The Substance; Merit"
seats,1.8482929893715532,8,7,Facemelter; Bug Zapper; KOWP; Bracket Basher; Drawbridge; Same Space (The Tugboat Complex pt. 2); Hall of Game
somehow,1.8482929893715532,8,7,"Crows 1; One of Four (Thank You); The Tugboat Complex Pt. 3; I’ll Be OK; Easy; One Of Four; The Tugboat Complex, Part 3"
drawn,1.8482929893715532,8,8,Leisureforce; Supercell; Crystal Sword; Crows 2; Shovel; 100 Feet Tall; Vititus; Bosico
sample,1.8482929893715532,8,8,ZZZ Top; Labor; Battery; The Greatest Pac-Man Victory in History; Flashflood; Sick Friend; Merit; Plastic Soldiers
jesus,1.8437999537013814,23,21,Supercell; Lazy Eye; Holy Smokes; Hot Dogs; Gauze; Fryerstarter; Drums on the Wheel; Kodokushi; Mindful Solutionism; Facemelter; Zodiaccupuncture; Babies with Guns; Freeze/Honeycomb Interlude; Bracket Basher; Play Dead; Maintenance; Salt and Pepper Squid; Vititus; Thorns; Try Not to Die; Freeze
quarters,1.8428568335204603,4,4,Float; Water; Super fluke; Bosico
recipe,1.8428568335204603,4,2,Klutz; Fast Cars
beat,1.84285683352046,24,20,Rings; Mystery Fish; ZZZ Top; Leisureforce; Supercell; Labor; The Greatest Pac-Man Victory in History; Pizza Alley; One Brick; BMX; Getaway Car; Salt; Bug Zapper; 11:35; Black Snow; Bermuda; By The River; 100 Feet Tall; Merit; Wise Up
heads,1.8408879693820834,11,11,None Shall Pass; Zero Dark Thirty; Big Bang; Commencement (at the Obedience Academy); Tetra; Keep Off the Lawn; Abandon All Hope; Bug Zapper; Try Not to Die; Appleseed Intro; The Active Element
teach,1.8408879693820834,11,6,Cycles to Gehenna; Holy Smokes; Bent Life; Gun for the Whole Family; KOWP; For The Whole Family
offended,1.8406913143271342,2,2,Klutz; Thorns
occupy,1.8406913143271342,2,2,"1,000 O’ Clock; The Tugboat Complex"
sixty,1.8406913143271342,2,2,Gun for the Whole Family; For The Whole Family
translate,1.8406913143271342,2,2,Gun for the Whole Family; For The Whole Family
cows,1.8406913143271342,2,2,Citronella; Bracket Basher
ginger,1.8406913143271342,2,2,Lotta Years; Water Tower
norm,1.8406913143271342,2,2,The Four Winds; Frijoles
hot,1.8365021547841827,34,25,"Kirby; Supercell; Rabies; Hot Dogs; Gauze; Fryerstarter; Fast Cars; Gun for the Whole Family; No Jumper Cables; Getaway Car; Facemelter; Rogue Wave; Food, Clothes, Medicine; The Tugboat Complex; Living Curfew; Rickety Rackety; N.Y. Electric; Bracket Basher; Time Moves Differently Here; Wake Up Call; Limelighters/Flunkadelic Interlude; Plastic Soldiers; Numb (to the Guns); Sniff Glue; For The Whole Family"
anita,1.83422518558828,1,1,One of Four (Thank You)
philly,1.83422518558828,1,1,Solid Gold
gag,1.83422518558828,1,1,Bug Zapper
utilizing,1.83422518558828,1,1,Dog at the Door
lyric,1.83422518558828,1,1,One Brick
volunteered,1.83422518558828,1,1,Fixed and Dilated
disrespect,1.83422518558828,1,1,Keep Off the Lawn
hogan,1.83422518558828,1,1,Grace
holden,1.83422518558828,1,1,Save Yourself
winters,1.83422518558828,1,1,Keep Off the Lawn
mushroom,1.83422518558828,1,1,Merit
portray,1.83422518558828,1,1,The Tugboat Complex
ratios,1.83422518558828,1,1,Labor
seldom,1.83422518558828,1,1,Attaboy
safari,1.83422518558828,1,1,Salt
dads,1.83422518558828,1,1,Water Tower
morally,1.83422518558828,1,1,"1,000 O’ Clock"
laurel,1.83422518558828,1,1,Bermuda
angus,1.83422518558828,1,1,Time Moves Differently Here
ella,1.83422518558828,1,1,Sleeper Car
allergies,1.83422518558828,1,1,Numb (to the Guns)
conflicting,1.83422518558828,1,1,Merit
attic,1.83422518558828,1,1,Blue in the Face
yogurt,1.83422518558828,1,1,Time Moves Differently Here
inspect,1.83422518558828,1,1,Same Space (The Tugboat Complex pt. 2)
comrades,1.83422518558828,1,1,Defender
plead,1.83422518558828,1,1,The Gates
uv,1.83422518558828,1,1,Tomorrow Morning
apologized,1.83422518558828,1,1,We’re Famous
advocating,1.83422518558828,1,1,Blood Sandwich
rigged,1.83422518558828,1,1,Super fluke
groom,1.83422518558828,1,1,Big Bang
tracker,1.83422518558828,1,1,Forward Compatibility Engine
av,1.83422518558828,1,1,Lazy Eye
cds,1.83422518558828,1,1,Mars Attacks
attracts,1.83422518558828,1,1,Cycles to Gehenna
scaling,1.83422518558828,1,1,Dryspell
yes,1.8341090953866606,74,29,Daylight; Blood Sandwich; Pigs; Big Bang; Commencement (at the Obedience Academy); Five Fingers; Molecules; Hot Dogs; One of Four (Thank You); The Yes and the Y’all; Saturn Missiles; Fumes; Mindful Solutionism; Fast Cars; Gun for the Whole Family; The Tugboat Complex; Basic Cable; How to Be a Carpenter; Cook it Up; Spare a Match; Maintenance; Time Moves Differently Here; Try Not to Die; The Next Best Thing; Numb (to the Guns); One Of Four; Sink or Swim; For The Whole Family; Off the top
f-l-a-s-h-f-l-o-o-d,1.8320798929735571,4,1,Flashflood
flying,1.8320798929735567,12,10,Molecules; Flashflood; Coveralls; Fixed and Dilated; How to Be a Carpenter; All City Nerve Map; Odessa; Forward Compatibility Engine; Coordinates; Jinx Planet
satellite,1.829939612724756,5,5,Button Masher; Bent Life; Basic Cable; Antisocial; Numb (to the Guns)
mechanical,1.829939612724756,5,5,Cycles to Gehenna; Fumes; Mindful Solutionism; Same Space (The Tugboat Complex pt. 2); Dead Pan
pretend,1.829939612724756,5,4,Mystery Fish; Lazy Eye; TUFF; The Harbor Is Yours
brave,1.829939612724756,5,5,"Defender; Gauze; Holy Waterfall; Food, Clothes, Medicine; The Substance"
saint,1.8285155352051257,6,6,Cycles to Gehenna; Leisureforce; Holy Smokes; Float; Dark Heart News; Mars Attacks
dental,1.8214282656888268,3,3,Crows 1; Kill the Messenger; Try Not to Die
intentions,1.8214282656888268,3,3,BMX; The Tugboat Complex; Mars Attacks
urge,1.8214282656888268,3,3,ZZZ Top; Water Tower; I’ll Be OK
closure,1.8214282656888268,3,3,Fumes; Boot Soup; Salt
cups,1.8214282656888268,3,3,Untouchable (AR Version); Salt and Pepper Squid; Limelighters/Flunkadelic Interlude
parish,1.8214282656888268,3,3,Water Tower; Citronella; How to Be a Carpenter
locally,1.8214282656888268,3,3,ZZZ Top; Cycles to Gehenna; Fryerstarter
ignore,1.8153970462660163,7,7,Tetra; The Four Winds; Gun for the Whole Family; Dark Heart News; Infinity Fill Goose Down; Vititus; For The Whole Family
danger,1.812063595942355,9,2,Kirby; Fast Cars
warning,1.812063595942355,9,7,Commencement (at the Obedience Academy); Coveralls; Kyanite Toothpick; Fascination; Bermuda; Kill the Messenger; Plastic Soldiers
fucked,1.812063595942355,9,8,"Get Out of the Car; Water Tower; Lazy Eye; Commencement (at the Obedience Academy); 1,000 O’ Clock; Holy Waterfall; No Jumper Cables; Salt and Pepper Squid"
fix,1.8117053390036553,13,13,"None Shall Pass; Citronella; Save Yourself; The Tugboat Complex Pt. 3; Mindful Solutionism; Facemelter; Nickel Plated Pockets; Basic Cable; Bad Karma; Spare a Match; The Substance; Blue in the Face; The Tugboat Complex, Part 3"
engine,1.8108997786039203,16,7,"We’re Famous; The Tugboat Complex Pt. 3; Zodiaccupuncture; The Tugboat Complex; Number Nine; Wise Up; The Tugboat Complex, Part 3"
